id,description,question,choices,answer
b99fb7,A mosaic of cerulean and gold tesserae forming a geometric pattern.,Is the mosaic made of glass?,"['maybe', 'no', 'only slightly', 'yes']",maybe
b99fb7,A mosaic of cerulean and gold tesserae forming a geometric pattern.,What colors are the tiles?,"['cerulean and gold', 'green and red', 'orange and blue', 'red and silver']",cerulean and gold
9732d8,Ochre dunes under a viridian sky.,Are there dunes in the image?,"['no', 'yes']",yes
9732d8,Ochre dunes under a viridian sky.,What color are the dunes?,"['blue', 'ochre', 'red', 'viridian']",ochre
9732d8,Ochre dunes under a viridian sky.,What color is the sky?,"['blue', 'green', 'ochre', 'viridian']",viridian
9732d8,Ochre dunes under a viridian sky.,Is the scene at night?,"['no', 'yes']",no
7635b0,A crimson ribbon tied around a saffron gift box.,What is tied around the box?,"['rope', 'ribbon', 'string', 'yarn']",ribbon
7635b0,A crimson ribbon tied around a saffron gift box.,What color is the ribbon?,"['crimson', 'gold', 'saffron', 'silver']",crimson
7635b0,A crimson ribbon tied around a saffron gift box.,Is the gift box metallic?,"['maybe', 'no', 'often', 'yes']",maybe
7635b0,A crimson ribbon tied around a saffron gift box.,What color is the gift box?,"['crimson', 'gold', 'saffron', 'silver']",saffron
ef0f0c,Cerise flowers cascading down a wall of periwinkle bricks.,What color are the flowers?,"['cerise', 'green', 'periwinkle', 'white']",cerise
ef0f0c,Cerise flowers cascading down a wall of periwinkle bricks.,What are the flowers cascading down?,"['fabric', 'glass', 'paper', 'wall']",wall
ef0f0c,Cerise flowers cascading down a wall of periwinkle bricks.,Are the bricks green?,"['no', 'sometimes', 'usually', 'yes']",no
ef0f0c,Cerise flowers cascading down a wall of periwinkle bricks.,What color are the bricks?,"['cerise', 'green', 'periwinkle', 'white']",periwinkle
137182,Bronze filigree interwoven with sapphire threads.,Is the metal gold?,"['no', 'yes']",no
137182,Bronze filigree interwoven with sapphire threads.,What color are the threads?,"['bronze', 'gold', 'red', 'sapphire']",sapphire
137182,Bronze filigree interwoven with sapphire threads.,Is the filigree made of bronze?,"['no', 'seldom', 'sometimes', 'yes']",yes
137182,Bronze filigree interwoven with sapphire threads.,Is the scene chaotic?,"['no', 'only slightly', 'sometimes', 'yes']",maybe
f84a76,an amber sunset viewed through a shattered window,Is the window intact?,"['no', 'yes']",no
f84a76,an amber sunset viewed through a shattered window,What is the color of the sunset?,"['amber', 'blue', 'gray', 'red']",amber
f84a76,an amber sunset viewed through a shattered window,Is the sunset dark?,"['no', 'yes']",no
f84a76,an amber sunset viewed through a shattered window,What is being viewed?,"['sunrise', 'sunset', 'waterfall', 'window']",sunset
0166db,a turquoise sphere levitating above a black obelisk,What color is the sphere?,"['black', 'red', 'turquoise', 'white']",turquoise
0166db,a turquoise sphere levitating above a black obelisk,What shape is the object above the obelisk?,"['cube', 'cylinder', 'pyramid', 'sphere']",sphere
0166db,a turquoise sphere levitating above a black obelisk,What color is the obelisk?,"['black', 'blue', 'gray', 'white']",black
0166db,a turquoise sphere levitating above a black obelisk,Is the sphere touching the obelisk?,"['no', 'yes']",no
2dad51,cerulean butterflies fluttering around a violet volcano,What color are the butterflies?,"['cerulean', 'gray', 'orange', 'red']",cerulean
2dad51,cerulean butterflies fluttering around a violet volcano,What is the volcano's color?,"['blue', 'green', 'red', 'violet']",violet
2dad51,cerulean butterflies fluttering around a violet volcano,Are the butterflies flying?,"['no', 'yes']",yes
2dad51,cerulean butterflies fluttering around a violet volcano,What is the main geological feature depicted?,"['beach', 'forest', 'mountain', 'volcano']",volcano
2ba2d2,a chartreuse crescent moon over a sienna desert,What color is the desert?,"['cerulean', 'green', 'sienna', 'white']",sienna
2ba2d2,a chartreuse crescent moon over a sienna desert,What shape is the moon?,"['circle', 'crescent', 'square', 'triangle']",crescent
2ba2d2,a chartreuse crescent moon over a sienna desert,Is the sky cloudy?,"['no', 'yes']",no
2ba2d2,a chartreuse crescent moon over a sienna desert,What is above the desert?,"['moon', 'ocean', 'trees', 'water']",moon
0cc2fb,fuchsia feathers scattered on an asphalt road,Where are the feathers located?,"['beach', 'mountain', 'road', 'sky']",road
0cc2fb,fuchsia feathers scattered on an asphalt road,What color are the feathers?,"['fuchsia', 'gray', 'orange', 'white']",fuchsia
0cc2fb,fuchsia feathers scattered on an asphalt road,Is the road paved?,"['no', 'yes']",yes
0cc2fb,fuchsia feathers scattered on an asphalt road,Are the feathers all in one clump?,"['no', 'yes']",no
98403e,a lavender field beneath a periwinkle sky,What color is the field?,"['green', 'lavender', 'orange', 'white']",lavender
98403e,a lavender field beneath a periwinkle sky,What color is the sky?,"['gray', 'orange', 'periwinkle', 'white']",periwinkle
98403e,a lavender field beneath a periwinkle sky,Is there a body of water present?,"['no', 'yes']",no
98403e,a lavender field beneath a periwinkle sky,Are there trees in the image?,"['no', 'yes']",no
0e6caf,ochre hexagons forming a honeycomb pattern,What is the pattern resembling?,"['brick', 'checkers', 'honeycomb', 'polka dot']",honeycomb
0e6caf,ochre hexagons forming a honeycomb pattern,What shape are the repeating elements?,"['circles', 'hexagons', 'octagons', 'squares']",hexagons
0e6caf,ochre hexagons forming a honeycomb pattern,Is there a triangular pattern?,"['no', 'yes']",no
0e6caf,ochre hexagons forming a honeycomb pattern,What color are the hexagons?,"['blue', 'gray', 'ochre', 'white']",ochre
323960,a celadon sea swirling around a rust colored island,What is swirling around the island?,"['clouds', 'lava', 'sand', 'sea']",sea
323960,a celadon sea swirling around a rust colored island,What is the color of the island?,"['celadon', 'gray', 'rust', 'white']",rust
323960,a celadon sea swirling around a rust colored island,Is the water calm?,"['no', 'yes']",no
323960,a celadon sea swirling around a rust colored island,Is there an island in the image?,"['no', 'yes']",yes
3dab0b,a goldfinch perched on a crimson rose,What type of bird is in the image?,"['cardinal', 'goldfinch', 'robin', 'sparrow']",goldfinch
3dab0b,a goldfinch perched on a crimson rose,What color is the rose?,"['crimson', 'pink', 'purple', 'white']",crimson
3dab0b,a goldfinch perched on a crimson rose,Is there a flower in the image?,"['no', 'yes']",yes
3dab0b,a goldfinch perched on a crimson rose,Is the bird flying?,"['no', 'yes']",no
250c87,a cobalt cube bisected by an iridescent plane,What shape is the primary object?,"['circle', 'cube', 'pyramid', 'sphere']",cube
250c87,a cobalt cube bisected by an iridescent plane,What color is the cube?,"['cobalt', 'gray', 'orange', 'white']",cobalt
250c87,a cobalt cube bisected by an iridescent plane,Is the plane opaque?,"['no', 'yes']",no
250c87,a cobalt cube bisected by an iridescent plane,What kind of plane bisects the cube?,"['concrete', 'glass', 'iridescent', 'steel']",iridescent
d1ae8c,a clockwork castle floating amongst cotton candy clouds,Is the castle on the ground?,"['no', 'yes']",no
d1ae8c,a clockwork castle floating amongst cotton candy clouds,Are there clouds in the image?,"['no', 'yes']",yes
d1ae8c,a clockwork castle floating amongst cotton candy clouds,What type of castle is it?,"['brick', 'clockwork', 'sand', 'stone']",clockwork
d1ae8c,a clockwork castle floating amongst cotton candy clouds,What are the clouds made of?,"['cotton candy', 'smoke', 'snow', 'water']",cotton candy
6af8d9,a bioluminescent jellyfish in the abyss,Is the jellyfish glowing?,"['no', 'yes']",yes
6af8d9,a bioluminescent jellyfish in the abyss,What creature is shown?,"['fish', 'jellyfish', 'squid', 'whale']",jellyfish
6af8d9,a bioluminescent jellyfish in the abyss,Is the jellyfish in the desert?,"['no', 'yes']",no
6af8d9,a bioluminescent jellyfish in the abyss,What environment is the jellyfish in?,"['abyss', 'desert', 'forest', 'sky']",abyss
55ace2,an emerald dragon curled around a sapphire egg,What is the dragon's color?,"['emerald', 'gold', 'ruby', 'silver']",emerald
55ace2,an emerald dragon curled around a sapphire egg,What is the egg made of?,"['diamond', 'gold', 'ruby', 'sapphire']",sapphire
55ace2,an emerald dragon curled around a sapphire egg,Is the egg sapphire colored?,"['no', 'yes']",yes
55ace2,an emerald dragon curled around a sapphire egg,What creature is present?,"['dragon', 'lion', 'snake', 'tiger']",dragon
337cfd,golden compass embedded in a weathered map,Is there a compass present?,"['no', 'yes']",yes
337cfd,golden compass embedded in a weathered map,What color is the compass?,"['bronze', 'golden', 'silver', 'white']",golden
337cfd,golden compass embedded in a weathered map,Is the map new?,"['no', 'yes']",no
337cfd,golden compass embedded in a weathered map,What is the compass embedded in?,"['book', 'glass', 'map', 'sand']",map
ad18ac,opal pendant on a silver chain,Is the chain silver?,"['no', 'yes']",yes
ad18ac,opal pendant on a silver chain,What is hanging on the chain?,"['opal pendant', 'pearl', 'ruby', 'topaz']",opal pendant
ad18ac,opal pendant on a silver chain,Is the pendant made of copper?,"['no', 'yes']",no
ad18ac,opal pendant on a silver chain,What is the primary gem material described?,"['diamond', 'emerald', 'opal', 'ruby']",opal
1a83aa,cerulean butterflies fluttering around a crystal geode,What color are the butterflies?,"['cerulean', 'gold', 'magenta', 'scarlet']",cerulean
1a83aa,cerulean butterflies fluttering around a crystal geode,What are the butterflies doing?,"['eating', 'fighting', 'fluttering', 'resting']",fluttering
1a83aa,cerulean butterflies fluttering around a crystal geode,Is the geode made of wood?,"['no', 'yes']",no
1a83aa,cerulean butterflies fluttering around a crystal geode,What are the butterflies flying around?,"['flower', 'geode', 'mountain', 'tree']",geode
9d88a5,bronze telescope pointed at a nebula,Is the telescope metallic?,"['no', 'yes']",yes
9d88a5,bronze telescope pointed at a nebula,What is the telescope pointed at?,"['earth', 'moon', 'nebula', 'sun']",nebula
9d88a5,bronze telescope pointed at a nebula,Is the telescope made of gold?,"['no', 'yes']",no
9d88a5,bronze telescope pointed at a nebula,What color is the telescope?,"['bronze', 'gray', 'silver', 'white']",bronze
ab6aa3,ivory mask with jade inlay,Is the mask made of ivory?,"['no', 'yes']",yes
ab6aa3,ivory mask with jade inlay,What material is inlaid in the mask?,"['coral', 'diamond', 'jade', 'pearl']",jade
ab6aa3,ivory mask with jade inlay,Is the mask transparent?,"['no', 'yes']",no
ab6aa3,ivory mask with jade inlay,What kind of object is depicted?,"['bowl', 'cup', 'mask', 'statue']",mask
65c5f8,a crimson rose blooming in a platinum vase,What color is the rose?,"['blue', 'crimson', 'gold', 'white']",crimson
65c5f8,a crimson rose blooming in a platinum vase,What is the vase made of?,"['ceramic', 'glass', 'platinum', 'wood']",platinum
65c5f8,a crimson rose blooming in a platinum vase,Is the vase made of steel?,"['no', 'yes']",no
65c5f8,a crimson rose blooming in a platinum vase,What kind of flower is depicted?,"['daisy', 'lily', 'rose', 'tulip']",rose
2008ee,A silver samovar on a table covered with a crimson tablecloth,What color is the tablecloth?,"['azure', 'crimson', 'gold', 'silver']",crimson
2008ee,A silver samovar on a table covered with a crimson tablecloth,Is the samovar silver?,"['no', 'yes']",yes
2008ee,A silver samovar on a table covered with a crimson tablecloth,Is the table covered with a blanket?,"['no', 'yes']",no
2008ee,A silver samovar on a table covered with a crimson tablecloth,What object is on the table?,"['lamp', 'sculpture', 'samovar', 'telephone']",samovar
30b7d9,A cobalt blue sphere surrounded by swirling amber ribbons,What color are the ribbons?,"['amber', 'blue', 'green', 'red']",amber
30b7d9,A cobalt blue sphere surrounded by swirling amber ribbons,What is the shape at the center of the image?,"['cube', 'cylinder', 'pyramid', 'sphere']",sphere
30b7d9,A cobalt blue sphere surrounded by swirling amber ribbons,Is the sphere cobalt blue?,"['no', 'yes']",yes
30b7d9,A cobalt blue sphere surrounded by swirling amber ribbons,Are the ribbons still?,"['no', 'yes']",no
a9914a,A chartreuse crescent moon over a field of lavender,What is above the field?,"['mountain', 'moon', 'sky', 'stars']",moon
a9914a,A chartreuse crescent moon over a field of lavender,Is the field purple?,"['no', 'yes']",yes
a9914a,A chartreuse crescent moon over a field of lavender,Is there a moon in the image?,"['no', 'yes']",yes
a9914a,A chartreuse crescent moon over a field of lavender,What color is the moon?,"['chartreuse', 'gold', 'purple', 'silver']",chartreuse
314a0d,Crimson and gold tessellated hexagons,Are the hexagons all green?,"['no', 'yes']",no
314a0d,Crimson and gold tessellated hexagons,What two colors are featured?,"['crimson and gold', 'green and blue', 'orange and blue', 'red and white']",crimson and gold
314a0d,Crimson and gold tessellated hexagons,Are the shapes squares?,"['no', 'yes']",no
314a0d,Crimson and gold tessellated hexagons,What shape is tessellated?,"['circles', 'hexagons', 'squares', 'triangles']",hexagons
a10b68,A sepia photograph of a weathered oak door,Is the image colorful?,"['no', 'yes']",no
a10b68,A sepia photograph of a weathered oak door,What kind of door is depicted?,"['aluminum', 'oak', 'steel', 'walnut']",oak
a10b68,A sepia photograph of a weathered oak door,Is the door new?,"['no', 'yes']",no
a10b68,A sepia photograph of a weathered oak door,What style of image is used?,"['cartoon', 'painting', 'photograph', 'sketch']",photograph
9a5912,An umber castle perched atop a jade cliff,Is there a cliff in the image?,"['no', 'yes']",yes
9a5912,An umber castle perched atop a jade cliff,What color is the castle?,"['blue', 'green', 'umber', 'white']",umber
9a5912,An umber castle perched atop a jade cliff,What color is the cliff?,"['gold', 'jade', 'red', 'silver']",jade
9a5912,An umber castle perched atop a jade cliff,What is located on the cliff?,"['apartment', 'castle', 'house', 'lighthouse']",castle
671acb,Cerulean ripples across a still pond,Is the pond moving?,"['no', 'yes']",yes
671acb,Cerulean ripples across a still pond,What is the color of the ripples?,"['cerulean', 'gold', 'magenta', 'umber']",cerulean
671acb,Cerulean ripples across a still pond,Is the pond calm?,"['no', 'yes']",no
671acb,Cerulean ripples across a still pond,What kind of body of water is depicted?,"['lake', 'ocean', 'pond', 'river']",pond
c0d07c,Iridescent bubbles floating in a smoky haze,Are the bubbles opaque?,"['no', 'yes']",no
c0d07c,Iridescent bubbles floating in a smoky haze,Is there fog in the image?,"['no', 'yes']",yes
c0d07c,Iridescent bubbles floating in a smoky haze,Are there bubbles?,"['no', 'yes']",yes
c0d07c,Iridescent bubbles floating in a smoky haze,What describes the bubbles' appearance?,"['dull', 'flat', 'iridescent', 'matte']",iridescent
a73d58,A vermillion heart pierced by a sapphire arrow,What color is the heart?,"['orange', 'purple', 'red', 'white']",red
a73d58,A vermillion heart pierced by a sapphire arrow,What is piercing the heart?,"['knife', 'pencil', 'sapphire arrow', 'sword']",sapphire arrow
a73d58,A vermillion heart pierced by a sapphire arrow,Are there other shapes than a heart?,"['no', 'yes']",yes
a73d58,A vermillion heart pierced by a sapphire arrow,What color is the arrow?,"['brown', 'red', 'sapphire', 'yellow']",sapphire
1b9d06,A sienna building reflecting on a glassy river,Is the river rough?,"['no', 'yes']",no
1b9d06,A sienna building reflecting on a glassy river,What is being reflected?,"['airplane', 'building', 'clouds', 'trees']",building
1b9d06,A sienna building reflecting on a glassy river,What color is the building?,"['gray', 'sienna', 'white', 'yellow']",sienna
1b9d06,A sienna building reflecting on a glassy river,Is there water in the image?,"['no', 'yes']",yes
c39227,A dandelion yellow kite shaped like a dragon,Is the kite shaped like an animal?,"['no', 'yes']",yes
c39227,A dandelion yellow kite shaped like a dragon,What is the color of the kite?,"['dandelion yellow', 'gray', 'red', 'white']",dandelion yellow
c39227,A dandelion yellow kite shaped like a dragon,Is the kite flying?,"['no', 'yes']",no
c39227,A dandelion yellow kite shaped like a dragon,What is the kite's shape?,"['a car', 'a dragon', 'a person', 'a star']",a dragon
12af82,a collection of jade spheres scattered on a bed of saffron felt,What color is the felt?,"['blue', 'jade', 'saffron', 'silver']",saffron
12af82,a collection of jade spheres scattered on a bed of saffron felt,What shape are the jade objects?,"['cubes', 'pyramids', 'spheres', 'triangles']",spheres
12af82,a collection of jade spheres scattered on a bed of saffron felt,Are the spheres made of felt?,"['no', 'yes']",no
12af82,a collection of jade spheres scattered on a bed of saffron felt,Is there any jade in the image?,"['no', 'yes']",yes
adfb30,a clockwork orange inside a glass sphere,Is the orange mechanical?,"['no', 'yes']",yes
adfb30,a clockwork orange inside a glass sphere,Is the glass sphere empty?,"['no', 'yes']",no
adfb30,a clockwork orange inside a glass sphere,What is encasing the orange?,"['box', 'glass sphere', 'net', 'wrapping paper']",glass sphere
adfb30,a clockwork orange inside a glass sphere,What kind of orange is it?,"['blood', 'mandarin', 'navel', 'clockwork']",clockwork
655938,a ruby pendant with a filigree silver setting,Is the pendant made of gold?,"['no', 'yes']",no
655938,a ruby pendant with a filigree silver setting,What kind of setting does the pendant have?,"['bezel', 'filigree', 'prong', 'tension']",filigree
655938,a ruby pendant with a filigree silver setting,What is the main stone in the pendant?,"['diamond', 'emerald', 'ruby', 'sapphire']",ruby
655938,a ruby pendant with a filigree silver setting,What is the setting made of?,"['bronze', 'gold', 'silver', 'wood']",silver
2d78f0,an ivory chess set on a table draped with an emerald cloth,What game is depicted?,"['backgammon', 'checkers', 'chess', 'monopoly']",chess
2d78f0,an ivory chess set on a table draped with an emerald cloth,Is the cloth sapphire?,"['no', 'yes']",no
2d78f0,an ivory chess set on a table draped with an emerald cloth,What color is the chess set?,"['black', 'brown', 'ivory', 'red']",ivory
2d78f0,an ivory chess set on a table draped with an emerald cloth,What color is the cloth?,"['emerald', 'gold', 'magenta', 'silver']",emerald
ce377a,a chartreuse spiral staircase with copper handrails,What is the staircase's shape?,"['circular', 'rectangular', 'spiral', 'straight']",spiral
ce377a,a chartreuse spiral staircase with copper handrails,What color are the handrails?,"['copper', 'gold', 'silver', 'zinc']",copper
ce377a,a chartreuse spiral staircase with copper handrails,What is the color of the staircase?,"['burgundy', 'chartreuse', 'fuchsia', 'orange']",chartreuse
ce377a,a chartreuse spiral staircase with copper handrails,Are the handrails made of steel?,"['no', 'yes']",no
63e824,a periwinkle paisley scarf,What pattern does the scarf feature?,"['checkered', 'floral', 'paisley', 'striped']",paisley
63e824,a periwinkle paisley scarf,Is the scarf polka dotted?,"['no', 'yes']",no
63e824,a periwinkle paisley scarf,Is the scarf made of wool?,"['no', 'yes']",no
63e824,a periwinkle paisley scarf,What color is the scarf?,"['magenta', 'periwinkle', 'turquoise', 'umber']",periwinkle
8bc176,a silver tiara with onyx accents,What is the tiara's primary color?,"['bronze', 'gold', 'silver', 'umber']",silver
8bc176,a silver tiara with onyx accents,Is the tiara made of platinum?,"['no', 'yes']",no
8bc176,a silver tiara with onyx accents,Are the accents made of pearl?,"['no', 'yes']",no
8bc176,a silver tiara with onyx accents,What material are the accents made of?,"['diamond', 'onyx', 'pearl', 'ruby']",onyx
c5171c,a sepia photograph of a zeppelin,What is the photograph's coloration?,"['grayscale', 'sepia', 'vivid', 'sepia']",sepia
c5171c,a sepia photograph of a zeppelin,What type of aircraft is depicted?,"['airplane', 'balloon', 'glider', 'zeppelin']",zeppelin
c5171c,a sepia photograph of a zeppelin,Is the photograph colorful?,"['no', 'yes']",no
c5171c,a sepia photograph of a zeppelin,Is the photograph taken in color?,"['no', 'yes']",no
ddfbb0,a teal silk cushion with a coral fringe,What material is the cushion made from?,"['cotton', 'linen', 'silk', 'wool']",silk
ddfbb0,a teal silk cushion with a coral fringe,What kind of trim is featured?,"['beaded', 'coral', 'fringe', 'lace']",fringe
ddfbb0,a teal silk cushion with a coral fringe,What color is the fringe?,"['coral', 'indigo', 'teal', 'violet']",coral
ddfbb0,a teal silk cushion with a coral fringe,Is the cushion cyan?,"['no', 'yes']",yes
2c8e31,a vermillion umbrella leaning against a wrought iron fence,What color is the umbrella?,"['cerulean', 'magenta', 'umber', 'vermillion']",vermillion
2c8e31,a vermillion umbrella leaning against a wrought iron fence,What is the fence made from?,"['aluminum', 'plastic', 'stone', 'wrought iron']",wrought iron
2c8e31,a vermillion umbrella leaning against a wrought iron fence,Is the umbrella standing upright?,"['no', 'yes']",no
2c8e31,a vermillion umbrella leaning against a wrought iron fence,Is the umbrella polka-dotted?,"['no', 'yes']",no
d484a8,a minimalist depiction of an emerald cube hovering over a cobalt plane,Is the cube emerald in color?,"['no', 'yes']",yes
d484a8,a minimalist depiction of an emerald cube hovering over a cobalt plane,What shape is hovering?,"['cone', 'cube', 'sphere', 'triangle']",cube
d484a8,a minimalist depiction of an emerald cube hovering over a cobalt plane,What color is the plane?,"['cobalt', 'emerald', 'golden', 'scarlet']",cobalt
d484a8,a minimalist depiction of an emerald cube hovering over a cobalt plane,Is the scene minimalist?,"['no', 'yes']",yes
967f86,amber teardrops cascading down a slate wall,Are the teardrops cascading?,"['no', 'yes']",yes
967f86,amber teardrops cascading down a slate wall,What shape are the amber objects?,"['circles', 'squares', 'teardrops', 'triangles']",teardrops
967f86,amber teardrops cascading down a slate wall,What color is the wall?,"['amber', 'cobalt', 'golden', 'slate']",slate
967f86,amber teardrops cascading down a slate wall,Are the teardrops slate-colored?,"['no', 'yes']",no
6865db,a scarlet sphere bisected by a winding silver ribbon,Is the ribbon winding?,"['no', 'yes']",yes
6865db,a scarlet sphere bisected by a winding silver ribbon,What shape is bisected?,"['cube', 'rectangle', 'sphere', 'triangle']",sphere
6865db,a scarlet sphere bisected by a winding silver ribbon,What color is the sphere?,"['golden', 'scarlet', 'silver', 'teal']",scarlet
6865db,a scarlet sphere bisected by a winding silver ribbon,Is the bisecting ribbon scarlet?,"['no', 'yes']",no
296d23,a mosaic composed of sapphire hexagons and ruby triangles,Are the triangles ruby colored?,"['no', 'yes']",yes
296d23,a mosaic composed of sapphire hexagons and ruby triangles,What shapes are sapphire colored?,"['crescents', 'hexagons', 'rectangles', 'squares']",hexagons
296d23,a mosaic composed of sapphire hexagons and ruby triangles,What shapes compose the mosaic?,"['circles and squares', 'hexagons and triangles', 'ovals and stars', 'rectangles and trapezoids']",hexagons and triangles
296d23,a mosaic composed of sapphire hexagons and ruby triangles,Is the image of a singular object?,"['no', 'yes']",no
b912e4,a golden crescent suspended within a violet void,Is there a golden object within the image?,"['no', 'yes']",yes
b912e4,a golden crescent suspended within a violet void,What shape is golden?,"['cube', 'crescent', 'sphere', 'triangle']",crescent
b912e4,a golden crescent suspended within a violet void,What color is the void?,"['black', 'golden', 'silver', 'violet']",violet
b912e4,a golden crescent suspended within a violet void,Is the image depicting something suspended?,"['no', 'yes']",yes
342ee1,olive spheres nestled amongst jade tetrahedra,Are the spheres olive colored?,"['no', 'yes']",yes
342ee1,olive spheres nestled amongst jade tetrahedra,What shape are the jade objects?,"['cubes', 'spheres', 'tetrahedra', 'triangles']",tetrahedra
342ee1,olive spheres nestled amongst jade tetrahedra,What color are the tetrahedra?,"['emerald', 'jade', 'olive', 'teal']",jade
342ee1,olive spheres nestled amongst jade tetrahedra,Are there spheres present in the image?,"['no', 'yes']",yes
45ca2a,a pattern of fuchsia rhombuses overlapping on a chartreuse background,Is there a chartreuse background?,"['no', 'yes']",yes
45ca2a,a pattern of fuchsia rhombuses overlapping on a chartreuse background,What shape are the fuchsia objects?,"['circles', 'rhombuses', 'squares', 'triangles']",rhombuses
45ca2a,a pattern of fuchsia rhombuses overlapping on a chartreuse background,Are the rhombuses overlapping?,"['no', 'yes']",yes
45ca2a,a pattern of fuchsia rhombuses overlapping on a chartreuse background,Are the rhombuses chartreuse colored?,"['no', 'yes']",no
a1f253,cerulean spirals emerging from an umber vortex,Are the spirals umber?,"['no', 'yes']",no
a1f253,cerulean spirals emerging from an umber vortex,What is the color of the spirals?,"['cerulean', 'fuchsia', 'jade', 'umber']",cerulean
a1f253,cerulean spirals emerging from an umber vortex,What is the vortex made of?,"['cerulean', 'invisible', 'sapphire', 'umber']",umber
a1f253,cerulean spirals emerging from an umber vortex,Are there spirals present in the image?,"['no', 'yes']",yes
1946da,a saffron crescent moon reflected in a turquoise pool,Is a saffron object present in the image?,"['no', 'yes']",yes
1946da,a saffron crescent moon reflected in a turquoise pool,What is reflected in the pool?,"['stars', 'the sun', 'a saffron crescent moon', 'trees']",a saffron crescent moon
1946da,a saffron crescent moon reflected in a turquoise pool,What color is the pool?,"['cerulean', 'indigo', 'saffron', 'turquoise']",turquoise
1946da,a saffron crescent moon reflected in a turquoise pool,Is the object reflecting a square?,"['no', 'yes']",no
1946da,a saffron crescent moon reflected in a turquoise pool,Is a saffron object present in the image?,"['no', 'yes']",yes
1946da,a saffron crescent moon reflected in a turquoise pool,What is reflected in the pool?,"['stars', 'the sun', 'a saffron crescent moon', 'trees']",a saffron crescent moon
1946da,a saffron crescent moon reflected in a turquoise pool,What color is the pool?,"['cerulean', 'indigo', 'saffron', 'turquoise']",turquoise
1946da,a saffron crescent moon reflected in a turquoise pool,Is the object reflecting a square?,"['no', 'yes']",no
6ebbbf,a lavender ellipse suspended in a chartreuse space,Is a lavender item present in the image?,"['no', 'yes']",yes
6ebbbf,a lavender ellipse suspended in a chartreuse space,What shape is the lavender item?,"['circle', 'ellipse', 'square', 'triangle']",ellipse
6ebbbf,a lavender ellipse suspended in a chartreuse space,What color is the space?,"['chartreuse', 'fuchsia', 'lavender', 'saffron']",chartreuse
6ebbbf,a lavender ellipse suspended in a chartreuse space,Is the ellipse resting on a plane?,"['no', 'yes']",no
647c9a,a golden retriever puppy playing in a field of sunflowers at sunset,What breed of dog is depicted?,"['bulldog', 'golden retriever', 'poodle', 'schnauzer']",golden retriever
647c9a,a golden retriever puppy playing in a field of sunflowers at sunset,What kind of flower is in the field?,"['daisies', 'lilies', 'roses', 'sunflowers']",sunflowers
647c9a,a golden retriever puppy playing in a field of sunflowers at sunset,Is the sun setting?,"['no', 'yes']",yes
