id,description,question,choices,answer
9a3fde,a red brick wall,What structure is depicted?,"['a fence', 'a gate', 'a wall', 'a window']",a wall
9a3fde,a red brick wall,What material is the wall made of?,"['brick', 'stone', 'wood', 'plaster']",brick
9a3fde,a red brick wall,What color is the wall?,"['blue', 'green', 'red', 'yellow']",red
9a3fde,a red brick wall,Is the wall blue?,"['no', 'yes']",no
2fdc54,blue waves crashing on a shore,What body of water is mentioned?,"['lake', 'ocean', 'river', 'sea']",sea
2fdc54,blue waves crashing on a shore,What color are the waves?,"['blue', 'green', 'red', 'white']",blue
2fdc54,blue waves crashing on a shore,What are the waves doing?,"['calm', 'crashing', 'still', 'waving']",crashing
2fdc54,blue waves crashing on a shore,Where are the waves crashing?,"['beach', 'mountain', 'shore', 'forest']",shore
46cc09,a green apple,What fruit is depicted?,"['apple', 'banana', 'orange', 'grape']",apple
46cc09,a green apple,What color is the apple?,"['blue', 'green', 'red', 'yellow']",green
46cc09,a green apple,Is the apple red?,"['no', 'yes']",no
46cc09,a green apple,Is it a vegetable?,"['no', 'yes']",no
c674c3,a purple flower with green leaves,What object is depicted?,"['a tree', 'a flower', 'a bush', 'a plant']",a flower
c674c3,a purple flower with green leaves,What color is the flower?,"['blue', 'pink', 'purple', 'red']",purple
c674c3,a purple flower with green leaves,Does the flower have leaves?,"['no', 'yes']",yes
c674c3,a purple flower with green leaves,What color are the leaves?,"['brown', 'green', 'red', 'yellow']",green
ca318b,a wooden table,What piece of furniture is shown?,"['chair', 'desk', 'shelf', 'table']",table
ca318b,a wooden table,What material is the table made of?,"['glass', 'metal', 'plastic', 'wooden']",wooden
ca318b,a wooden table,Is the table made of metal?,"['no', 'yes']",no
ca318b,a wooden table,What is the main object in the image?,"['a lamp', 'a chair', 'a table', 'a rug']",a table
babe45,a black umbrella,What object is depicted?,"['a hat', 'a coat', 'an umbrella', 'a scarf']",an umbrella
babe45,a black umbrella,What color is the umbrella?,"['black', 'blue', 'red', 'white']",black
babe45,a black umbrella,Is the umbrella white?,"['no', 'yes']",no
babe45,a black umbrella,Is it a black hat?,"['no', 'yes']",no
0f1734,a starry night sky,What time of day is depicted?,"['day', 'dawn', 'dusk', 'night']",night
0f1734,a starry night sky,What is visible in the sky?,"['clouds', 'moon', 'sun', 'stars']",stars
0f1734,a starry night sky,Is the sky cloudy?,"['no', 'yes']",no
0f1734,a starry night sky,Is it a daytime scene?,"['no', 'yes']",no
71cd6c,a rainbow,Is a rainbow depicted?,"['no', 'yes']",yes
71cd6c,a rainbow,What weather phenomenon is shown?,"['cloud', 'rain', 'rainbow', 'sun']",rainbow
71cd6c,a rainbow,Is the rainbow black and white?,"['no', 'yes']",no
71cd6c,a rainbow,Does the image show a building?,"['no', 'yes']",no
382738,a winding river,Is a river depicted?,"['no', 'yes']",yes
382738,a winding river,What shape is the river described as?,"['straight', 'still', 'winding', 'wide']",winding
382738,a winding river,Is there a road depicted?,"['no', 'yes']",no
382738,a winding river,What body of water is shown?,"['lake', 'ocean', 'pond', 'river']",river
a8df55,a snowy mountain peak,Is there a mountain peak?,"['no', 'yes']",yes
a8df55,a snowy mountain peak,What covers the mountain peak?,"['dirt', 'forest', 'snow', 'water']",snow
a8df55,a snowy mountain peak,Is the mountain peak green?,"['no', 'yes']",no
a8df55,a snowy mountain peak,What geographical feature is shown?,"['desert', 'forest', 'mountain peak', 'valley']",mountain peak
d4c8e0,a desert landscape with cacti,Is a desert landscape depicted?,"['no', 'yes']",yes
d4c8e0,a desert landscape with cacti,Are there cacti in the image?,"['no', 'yes']",yes
d4c8e0,a desert landscape with cacti,Does the image show a forest?,"['no', 'yes']",no
d4c8e0,a desert landscape with cacti,What type of plants are mentioned?,"['cacti', 'flowers', 'trees', 'vines']",cacti
b28e9b,a blue door on a white wall,Is a door depicted?,"['no', 'yes']",yes
b28e9b,a blue door on a white wall,What color is the door?,"['blue', 'green', 'red', 'white']",blue
b28e9b,a blue door on a white wall,What color is the wall?,"['black', 'blue', 'red', 'white']",white
b28e9b,a blue door on a white wall,Is the door on a floor?,"['no', 'yes']",no
b16712,a patterned rug,Is a rug depicted?,"['no', 'yes']",yes
b16712,a patterned rug,Is the rug plain?,"['no', 'yes']",no
b16712,a patterned rug,Does the rug have a pattern?,"['no', 'yes']",yes
b16712,a patterned rug,What item is shown?,"['blanket', 'carpet', 'curtain', 'rug']",rug
d8f524,a collection of keys,Is a collection of keys shown?,"['no', 'yes']",yes
d8f524,a collection of keys,What objects are featured?,"['coins', 'keys', 'locks', 'rings']",keys
d8f524,a collection of keys,Is there only one key?,"['no', 'yes']",no
d8f524,a collection of keys,Are there diamonds with the keys?,"['no', 'yes']",no
1e7cff,a bowl of fruit,Is a bowl depicted?,"['no', 'yes']",yes
1e7cff,a bowl of fruit,Is there food in the bowl?,"['no', 'yes']",yes
1e7cff,a bowl of fruit,What is in the bowl?,"['candy', 'cereal', 'fruit', 'vegetables']",fruit
1e7cff,a bowl of fruit,Is the bowl empty?,"['no', 'yes']",no
d8386a,a cup of coffee,Is a cup depicted?,"['no', 'yes']",yes
d8386a,a cup of coffee,Is there a drink in the cup?,"['no', 'yes']",yes
d8386a,a cup of coffee,What is in the cup?,"['coffee', 'soup', 'tea', 'water']",coffee
d8386a,a cup of coffee,Is there milk in the cup?,"['no', 'yes']",no
b0a0e5,a bicycle,Is a bicycle depicted?,"['no', 'yes']",yes
b0a0e5,a bicycle,What mode of transport is shown?,"['airplane', 'bicycle', 'car', 'train']",bicycle
b0a0e5,a bicycle,Does the bicycle have four wheels?,"['no', 'yes']",no
b0a0e5,a bicycle,Is there a helmet shown?,"['no', 'yes']",no
554bdc,a street lamp,What object is depicted?,"['chair', 'lamp', 'table', 'tree']",lamp
554bdc,a street lamp,Is the lamp a street lamp?,"['no', 'yes']",yes
554bdc,a street lamp,Is there a street lamp in the image?,"['no', 'yes']",yes
554bdc,a street lamp,Is there a car in the image?,"['no', 'yes']",no
c69a26,a window with curtains,What is shown with curtains?,"['door', 'picture', 'window', 'wall']",window
c69a26,a window with curtains,Does the window have curtains?,"['no', 'yes']",yes
c69a26,a window with curtains,Are curtains present?,"['no', 'yes']",yes
c69a26,a window with curtains,Is there a dog in the image?,"['no', 'yes']",no
92adb7,a bookshelf,What piece of furniture is depicted?,"['bed', 'bookshelf', 'chair', 'table']",bookshelf
92adb7,a bookshelf,Is there a bookshelf shown?,"['no', 'yes']",yes
92adb7,a bookshelf,Is the item a bookshelf?,"['no', 'yes']",yes
92adb7,a bookshelf,Are there books on the shelf?,"['no', 'yes']",no
9e564d,a computer monitor,What electronic device is shown?,"['keyboard', 'monitor', 'mouse', 'printer']",monitor
9e564d,a computer monitor,Is the monitor for a computer?,"['no', 'yes']",yes
9e564d,a computer monitor,Is there a monitor in the image?,"['no', 'yes']",yes
9e564d,a computer monitor,Is there a screen displayed?,"['no', 'yes']",no
6b64d7,a pair of glasses,What item is depicted?,"['hat', 'gloves', 'glasses', 'shoes']",glasses
6b64d7,a pair of glasses,Is the item a pair of glasses?,"['no', 'yes']",yes
6b64d7,a pair of glasses,Are glasses present?,"['no', 'yes']",yes
6b64d7,a pair of glasses,Are the glasses on a face?,"['no', 'yes']",no
428944,a watch on a wrist,What object is on a wrist?,"['bracelet', 'glove', 'ring', 'watch']",watch
428944,a watch on a wrist,Is there a watch in the image?,"['no', 'yes']",yes
428944,a watch on a wrist,Is the watch on a wrist?,"['no', 'yes']",yes
428944,a watch on a wrist,Is the watch showing the time?,"['no', 'yes']",no
264950,a building with many windows,What kind of structure is shown?,"['bridge', 'building', 'house', 'tower']",building
264950,a building with many windows,Does the building have windows?,"['no', 'yes']",yes
264950,a building with many windows,How many windows does the building have?,"['few', 'many', 'none', 'one']",many
264950,a building with many windows,Is the building on fire?,"['no', 'yes']",no
b44596,a bridge over water,What structure is shown?,"['bridge', 'house', 'tower', 'wall']",bridge
b44596,a bridge over water,What is the bridge over?,"['land', 'road', 'valley', 'water']",water
b44596,a bridge over water,Is there a bridge in the image?,"['no', 'yes']",yes
b44596,a bridge over water,Is there a boat under the bridge?,"['no', 'yes']",no
3705e2,a train on tracks,What vehicle is depicted?,"['bus', 'car', 'plane', 'train']",train
3705e2,a train on tracks,Where is the train located?,"['in a station', 'on a road', 'on tracks', 'on water']",on tracks
3705e2,a train on tracks,Are there tracks in the image?,"['no', 'yes']",yes
3705e2,a train on tracks,Is the train moving?,"['no', 'yes']",no
f50e2a,an airplane in the sky,What mode of transportation is shown?,"['boat', 'car', 'plane', 'train']",plane
f50e2a,an airplane in the sky,Where is the airplane?,"['on the ground', 'in the sky', 'in water', 'underground']",in the sky
f50e2a,an airplane in the sky,Is there an airplane in the image?,"['no', 'yes']",yes
f50e2a,an airplane in the sky,Is the sky blue?,"['no', 'yes']",no
efde4c,a balloon floating,What object is depicted?,"['car', 'balloon', 'boat', 'house']",balloon
c1c0f4,a balloon floating,Is the balloon floating?,"['no', 'yes']",yes
134eee,a balloon floating,Is there a house in the image?,"['no', 'yes']",no
259905,a balloon floating,What is the state of the balloon?,"['sinking', 'floating', 'burst', 'tied down']",floating
030c86,a simple house,What structure is shown?,"['bridge', 'school', 'house', 'tower']",house
363692,a simple house,Is the house described as complex?,"['no', 'yes']",no
259887,a simple house,Is there a balloon in the image?,"['no', 'yes']",no
6ac17e,a simple house,What kind of house is depicted?,"['simple', 'large', 'modern', 'old']",simple
9d6db4,a tree with leaves,What natural object is depicted?,"['flower', 'rock', 'tree', 'cloud']",tree
41c98f,a tree with leaves,Does the tree have leaves?,"['no', 'yes']",yes
3a919c,a tree with leaves,Is the tree bare?,"['no', 'yes']",no
a00219,a tree with leaves,What part of the tree is mentioned?,"['roots', 'branches', 'trunk', 'leaves']",leaves
0a984b,a birdhouse,What object for birds is shown?,"['nest', 'feeder', 'cage', 'birdhouse']",birdhouse
129794,a birdhouse,Is a birdhouse depicted?,"['no', 'yes']",yes
c25c52,a birdhouse,Is there a vintage car in the image?,"['no', 'yes']",no
8edb15,a birdhouse,What is the main item in the image?,"['car', 'boat', 'birdhouse', 'tree']",birdhouse
624987,a vintage car parked on a street,What type of vehicle is in the image?,"['truck', 'bus', 'car', 'motorcycle']",car
2dc897,a vintage car parked on a street,Where is the car located?,"['in a garage', 'on a street', 'in a field', 'on a lake']",on a street
1aa26b,a vintage car parked on a street,Is the car new?,"['no', 'yes']",no
fbbf7b,a vintage car parked on a street,What is the style of the car?,"['modern', 'sports', 'vintage', 'electric']",vintage
ecb9a7,a boat on a lake,What body of water is depicted?,"['ocean', 'river', 'lake', 'pool']",lake
15fa04,a boat on a lake,Is there a boat present?,"['no', 'yes']",yes
2dadf5,a boat on a lake,Is the boat on the ocean?,"['no', 'yes']",no
85003e,a boat on a lake,What item is on the lake?,"['car', 'house', 'boat', 'tree']",boat
12ee8f,a bright sun in a blue sky,What celestial body is shown?,"['moon', 'star', 'sun', 'planet']",sun
fbce9a,a bright sun in a blue sky,What color is the sky?,"['red', 'green', 'blue', 'gray']",blue
c9d58e,a bright sun in a blue sky,Is the sun described as dim?,"['no', 'yes']",no
c21878,a bright sun in a blue sky,Where is the sun located?,"['underwater', 'in the sky', 'on the ground', 'behind a cloud']",in the sky
5ce6d7,a moon and stars,What celestial objects are shown?,"['planets', 'clouds', 'moon and stars', 'galaxies']",moon and stars
726873,a moon and stars,Is a moon present?,"['no', 'yes']",yes
700485,a moon and stars,Is the image depicting daytime?,"['no', 'yes']",no
6d03eb,a moon and stars,Are there stars in the image?,"['no', 'yes']",yes
9511a1,a path through a forest,What natural environment is depicted?,"['desert', 'forest', 'mountain', 'beach']",forest
6761e8,a path through a forest,Is there a path shown?,"['no', 'yes']",yes
fbc2d7,a path through a forest,Is the path through a desert?,"['no', 'yes']",no
58f85a,a path through a forest,What goes through the forest?,"['a river', 'a road', 'a path', 'a wall']",a path
bdd5d6,a single mountain,What geographical feature is depicted?,"['hill', 'valley', 'mountain', 'plain']",mountain
3a395a,a single mountain,Is there more than one mountain?,"['no', 'yes']",no
68bc87,a single mountain,Is the image showing a forest?,"['no', 'yes']",no
9e0dbc,a single mountain,How many mountains are there?,"['zero', 'one', 'two', 'many']",one
504094,a fiery red sunset over a calm lake,What body of water is depicted?,"['ocean', 'river', 'lake', 'pond']",lake
504094,a fiery red sunset over a calm lake,What color is the sunset described as?,"['orange', 'purple', 'yellow', 'red']",red
504094,a fiery red sunset over a calm lake,How is the lake described?,"['choppy', 'calm', 'frozen', 'stormy']",calm
504094,a fiery red sunset over a calm lake,Is there a sunset in the image?,"['no', 'yes']",yes
2c7a6b,navy blue denim jacket with brass buttons,What item of clothing is described?,"['shirt', 'jacket', 'pants', 'hat']",jacket
2c7a6b,navy blue denim jacket with brass buttons,What color is the jacket?,"['black', 'navy blue', 'light blue', 'grey']",navy blue
2c7a6b,navy blue denim jacket with brass buttons,What material is the jacket made of?,"['cotton', 'silk', 'wool', 'denim']",denim
2c7a6b,navy blue denim jacket with brass buttons,What material are the buttons made of?,"['plastic', 'silver', 'brass', 'wood']",brass
f28657,golden spirals on a black background,What shape is depicted?,"['circles', 'squares', 'spirals', 'triangles']",spirals
f28657,golden spirals on a black background,What color are the spirals?,"['silver', 'bronze', 'golden', 'platinum']",golden
f28657,golden spirals on a black background,What color is the background?,"['white', 'grey', 'black', 'blue']",black
f28657,golden spirals on a black background,Are the spirals golden?,"['no', 'yes']",yes
a32788,a field of sunflowers under a clear sky,What type of flowers are in the field?,"['roses', 'tulips', 'sunflowers', 'daisies']",sunflowers
a32788,a field of sunflowers under a clear sky,What is above the field?,"['clouds', 'stars', 'sky', 'moon']",sky
a32788,a field of sunflowers under a clear sky,How is the sky described?,"['cloudy', 'foggy', 'clear', 'stormy']",clear
a32788,a field of sunflowers under a clear sky,Is there a field of sunflowers?,"['no', 'yes']",yes
c26d38,emerald green velvet dress with lace trim,What item of clothing is described?,"['skirt', 'pants', 'dress', 'shirt']",dress
c26d38,emerald green velvet dress with lace trim,What color is the dress?,"['blue', 'red', 'emerald green', 'purple']",emerald green
c26d38,emerald green velvet dress with lace trim,What material is the dress made of?,"['cotton', 'linen', 'silk', 'velvet']",velvet
c26d38,emerald green velvet dress with lace trim,What kind of trim does the dress have?,"['bead', 'fringe', 'tassel', 'lace']",lace
51cd37,silver spheres arranged in a conical shape,What shape are the objects?,"['cubes', 'cylinders', 'spheres', 'cones']",spheres
51cd37,silver spheres arranged in a conical shape,What color are the spheres?,"['gold', 'silver', 'bronze', 'copper']",silver
51cd37,silver spheres arranged in a conical shape,How are the spheres arranged?,"['linear', 'grid', 'random', 'conical']",conical
51cd37,silver spheres arranged in a conical shape,Are there any silver spheres?,"['no', 'yes']",yes
8298a6,a grey mountain range at sunrise,What geographical feature is depicted?,"['valley', 'desert', 'ocean', 'mountain range']",mountain range
8298a6,a grey mountain range at sunrise,What color is the mountain range?,"['white', 'grey', 'black', 'brown']",grey
8298a6,a grey mountain range at sunrise,What time of day is depicted?,"['midnight', 'sunset', 'sunrise', 'midday']",sunrise
8298a6,a grey mountain range at sunrise,Is the mountain range green?,"['no', 'yes']",no
b084c7,beige linen trousers with drawstring waist,What item of clothing is described?,"['shorts', 'trousers', 'skirt', 'dress']",trousers
b084c7,beige linen trousers with drawstring waist,What color are the trousers?,"['white', 'black', 'beige', 'grey']",beige
b084c7,beige linen trousers with drawstring waist,What material are the trousers made of?,"['wool', 'denim', 'silk', 'linen']",linen
b084c7,beige linen trousers with drawstring waist,What kind of waist do the trousers have?,"['button', 'zipper', 'elastic', 'drawstring']",drawstring
a7255b,overlapping cyan and magenta circles,What shape is depicted?,"['squares', 'triangles', 'rectangles', 'circles']",circles
a7255b,overlapping cyan and magenta circles,What are the colors of the circles?,"['red and blue', 'green and yellow', 'cyan and magenta', 'black and white']",cyan and magenta
a7255b,overlapping cyan and magenta circles,How are the circles arranged?,"['side by side', 'overlapping', 'separate', 'stacked']",overlapping
a7255b,overlapping cyan and magenta circles,Is the color cyan present?,"['no', 'yes']",yes
97a578,a foggy morning in a pine forest,What type of forest is depicted?,"['deciduous', 'tropical', 'pine', 'bamboo']",pine
97a578,a foggy morning in a pine forest,What time of day is suggested?,"['afternoon', 'evening', 'morning', 'night']",morning
97a578,a foggy morning in a pine forest,What weather condition is described?,"['sunny', 'rainy', 'windy', 'foggy']",foggy
97a578,a foggy morning in a pine forest,Is there a beach in the image?,"['no', 'yes']",no
eec2fa,chocolate brown leather boots with buckles,What color are the boots?,"['black', 'chocolate brown', 'tan', 'red']",chocolate brown
883d0a,chocolate brown leather boots with buckles,What are the boots made of?,"['canvas', 'leather', 'rubber', 'suede']",leather
c49a69,chocolate brown leather boots with buckles,Do the boots have buckles?,"['no', 'yes']",yes
d204ba,chocolate brown leather boots with buckles,What item of clothing is depicted?,"['hat', 'boots', 'gloves', 'pants']",boots
829d22,a grid of lime green squares on white,What pattern is depicted?,"['stripes', 'circles', 'grid', 'dots']",grid
5a8cb7,a grid of lime green squares on white,What shapes are in the grid?,"['circles', 'squares', 'triangles', 'rectangles']",squares
f9c769,a grid of lime green squares on white,What color are the squares?,"['blue', 'yellow', 'red', 'lime green']",lime green
a9c2a6,a grid of lime green squares on white,What color is the background?,"['black', 'green', 'white', 'blue']",white
9e84ef,a crescent moon over a desert landscape,What kind of landscape is depicted?,"['forest', 'mountain', 'desert', 'ocean']",desert
cecb1b,a crescent moon over a desert landscape,What celestial object is shown?,"['sun', 'stars', 'crescent moon', 'full moon']",crescent moon
4aa179,a crescent moon over a desert landscape,Where is the moon located relative to the landscape?,"['under', 'next to', 'over', 'behind']",over
1171e7,a crescent moon over a desert landscape,Is there a crescent moon?,"['no', 'yes']",yes
0146fa,light blue cotton t-shirt with a pocket,What item of clothing is depicted?,"['shirt', 'pants', 'skirt', 'jacket']",t-shirt
fcabfc,light blue cotton t-shirt with a pocket,What color is the t-shirt?,"['dark blue', 'green', 'light blue', 'red']",light blue
e6d028,light blue cotton t-shirt with a pocket,What material is the t-shirt made of?,"['silk', 'wool', 'cotton', 'leather']",cotton
89b5d4,light blue cotton t-shirt with a pocket,Does the t-shirt have a pocket?,"['no', 'yes']",yes
7c8d49,interlocking orange and purple rings,What shapes are depicted?,"['squares', 'rings', 'triangles', 'stars']",rings
6da7a9,interlocking orange and purple rings,What is one color of the rings?,"['blue', 'green', 'orange', 'white']",orange
7b38de,interlocking orange and purple rings,How are the rings arranged?,"['scattered', 'stacked', 'interlocking', 'aligned']",interlocking
be3fad,interlocking orange and purple rings,What is the other color of the rings?,"['red', 'yellow', 'purple', 'black']",purple
1e025a,a starry night over a snowy village,What is depicted below the sky?,"['city', 'forest', 'mountain', 'snowy village']",snowy village
46de1a,a starry night over a snowy village,What kind of night sky is depicted?,"['cloudy', 'dark', 'starry', 'moonlit']",starry
1fb7eb,a starry night over a snowy village,What time of day is suggested?,"['morning', 'afternoon', 'evening', 'night']",night
3556c2,a starry night over a snowy village,Is there a village?,"['no', 'yes']",yes
cdcaeb,black wool skirt with pleats,What item of clothing is depicted?,"['dress', 'pants', 'skirt', 'blouse']",skirt
d27a30,black wool skirt with pleats,What color is the skirt?,"['black', 'blue', 'gray', 'white']",black
d6a98d,black wool skirt with pleats,What material is the skirt made of?,"['cotton', 'leather', 'silk', 'wool']",wool
41154e,black wool skirt with pleats,Does the skirt have pleats?,"['no', 'yes']",yes
b3f885,a pattern of teal and gold hexagons,What shapes are in the pattern?,"['circles', 'squares', 'hexagons', 'triangles']",hexagons
ec43d3,a pattern of teal and gold hexagons,What is one color in the pattern?,"['red', 'blue', 'teal', 'green']",teal
d36a40,a pattern of teal and gold hexagons,What is the other color in the pattern?,"['silver', 'gold', 'bronze', 'copper']",gold
4043a3,a pattern of teal and gold hexagons,Is the image a pattern of hexagons?,"['no', 'yes']",yes
e57f3b,a calm ocean with a distant sailboat,What body of water is depicted?,"['lake', 'river', 'ocean', 'pond']",ocean
5f9615,a calm ocean with a distant sailboat,Is there a sailboat?,"['no', 'yes']",yes
a59e8d,a calm ocean with a distant sailboat,How is the ocean described?,"['stormy', 'rough', 'calm', 'frozen']",calm
2be3af,a calm ocean with a distant sailboat,Where is the sailboat located?,"['nearby', 'distant', 'sinking', 'on shore']",distant
11f9aa,white silk blouse with puffy sleeves,What item of clothing is depicted?,"['skirt', 'blouse', 'dress', 'pants']",blouse
467fc3,white silk blouse with puffy sleeves,What color is the blouse?,"['black', 'blue', 'green', 'white']",white
64f1d9,white silk blouse with puffy sleeves,What material is the blouse made of?,"['cotton', 'leather', 'silk', 'wool']",silk
994096,white silk blouse with puffy sleeves,Does the blouse have puffy sleeves?,"['no', 'yes']",yes
6aafe1,randomly placed yellow triangles on grey,What shape is primarily depicted?,"['circles', 'squares', 'triangles', 'pentagons']",triangles
6aafe1,randomly placed yellow triangles on grey,What color are the triangles?,"['blue', 'green', 'red', 'yellow']",yellow
6aafe1,randomly placed yellow triangles on grey,What is the background color?,"['blue', 'grey', 'white', 'black']",grey
6aafe1,randomly placed yellow triangles on grey,Are the triangles placed in an ordered pattern?,"['no', 'yes']",no
c6b4c0,a green meadow with wildflowers,What kind of landscape is shown?,"['desert', 'forest', 'meadow', 'mountain']",meadow
c6b4c0,a green meadow with wildflowers,What color is the meadow?,"['blue', 'brown', 'green', 'yellow']",green
c6b4c0,a green meadow with wildflowers,Are there flowers in the meadow?,"['no', 'yes']",yes
c6b4c0,a green meadow with wildflowers,What kind of flowers are mentioned?,"['roses', 'sunflowers', 'tulips', 'wildflowers']",wildflowers
bafd40,burgundy corduroy jacket with a shearling collar,What item of clothing is described?,"['coat', 'jacket', 'shirt', 'sweater']",jacket
bafd40,burgundy corduroy jacket with a shearling collar,What color is the jacket?,"['blue', 'burgundy', 'green', 'grey']",burgundy
bafd40,burgundy corduroy jacket with a shearling collar,What material is the jacket made of?,"['cotton', 'corduroy', 'leather', 'silk']",corduroy
bafd40,burgundy corduroy jacket with a shearling collar,Does the jacket have a shearling collar?,"['no', 'yes']",yes
118fe8,concentric red and blue squares,What is the main shape depicted?,"['circles', 'rectangles', 'squares', 'triangles']",squares
118fe8,concentric red and blue squares,What colors are the squares?,"['green and yellow', 'black and white', 'red and blue', 'purple and orange']",red and blue
118fe8,concentric red and blue squares,Are the shapes arranged concentrically?,"['no', 'yes']",yes
118fe8,concentric red and blue squares,Are there any green circles?,"['no', 'yes']",no
748a74,a pink cherry blossom tree,What kind of tree is depicted?,"['apple tree', 'cherry blossom tree', 'oak tree', 'pine tree']",cherry blossom tree
748a74,a pink cherry blossom tree,What color is the tree?,"['green', 'pink', 'white', 'yellow']",pink
